gene,mean_LPS,mean_Control,log2FC_LPS_vs_Control,pvalue,padj
Olfr474,2.017236666666667,1.5739366666666665,0.44330000000000025,0.009258574883389471,0.9094991584025016
Tdo2,1.8211066666666669,2.05882,-0.237713333333333,0.009262904798499814,0.9094991584025016
9030624G23Rik,3.184973333333333,2.9395066666666665,0.24546666666666672,0.009459673986493005,0.9169922382195718
Trappc10,6.179213333333333,5.43973,0.7394833333333333,0.009467715972440683,0.9169922382195718
Gm10680,2.02209,2.1548499999999997,-0.13275999999999977,0.00947143569916743,0.9169922382195718
Sod2,10.241723333333333,8.25432,1.987403333333333,0.00950046083387097,0.9169922382195718
Gm20597,3.1268100000000003,2.9171066666666667,0.20970333333333357,0.009531749760781362,0.9169922382195718
Tmem245,6.9550600000000005,6.478156666666667,0.47690333333333346,0.009678190749481752,0.9169922382195718
Ell2,8.240493333333333,7.66066,0.5798333333333332,0.009741245121797717,0.9169922382195718
Mex3a,3.81704,3.99816,-0.18111999999999995,0.00978074152849188,0.9169922382195718
Socs7,4.198666666666667,3.6676233333333332,0.5310433333333338,0.009800848312054071,0.9169922382195718
Cep350,7.255583333333334,6.717243333333333,0.5383400000000007,0.009804365750773406,0.9169922382195718
Rtp4,6.467233333333333,2.9950200000000002,3.4722133333333325,0.009869255896330927,0.9169922382195718
Oasl2,7.87633,4.161043333333334,3.7152866666666666,0.009893654684671727,0.9169922382195718
Wipf2,5.565816666666666,5.06313,0.5026866666666656,0.009912306389233821,0.9169922382195718
Gm5938,1.6151799999999998,1.5076166666666666,0.10756333333333323,0.009960478779301958,0.9169922382195718
Cycs,7.318274,6.751813333333334,0.5664606666666661,0.00996600014938534,0.9169922382195718
Gm5801,4.917553333333333,4.140116666666667,0.7774366666666666,0.009969622697741026,0.9169922382195718
LOC100862523,2.5877333333333334,2.8138633333333334,-0.22612999999999994,0.009971755725008935,0.9169922382195718
Cd14,9.13162,7.718123333333334,1.4134966666666662,0.010013829441623198,0.9174380170587499
Ppfia1,6.70621,5.901736666666667,0.8044733333333323,0.010092278606647452,0.9182190163802975
Wdr53,4.78854,4.938433333333333,-0.149893333333333,0.01009696372873012,0.9182190163802975
Ppp1r2-ps9,1.7815133333333335,2.0393666666666665,-0.25785333333333305,0.010193731300503307,0.9182190163802975
Prrc2c,9.053366666666667,8.754376666666667,0.29898999999999987,0.010199589843637396,0.9182190163802975
Olfr357,1.7826766666666665,1.5022099999999998,0.28046666666666664,0.010234200421996407,0.9182190163802975
Wdtc1,6.63937,5.5704199999999995,1.068950000000001,0.010251179352964037,0.9182190163802975
Slc15a3,7.822553333333334,5.953953333333334,1.8686000000000007,0.010283158795737962,0.9182190163802975
Ints8,5.830136666666665,5.639613333333333,0.19052333333333227,0.010335650599418768,0.9195744008038829
8430436N08Rik,2.0988066666666665,1.7930216666666665,0.305785,0.010420319922716692,0.9205504488825872
Ino80e,5.740069999999999,5.539853333333333,0.20021666666666604,0.010442107222043475,0.9205504488825872
LOC636067,2.010076666666667,1.6599599999999999,0.3501166666666671,0.01045867825875936,0.9205504488825872
Smurf1,6.044446666666666,4.961923333333333,1.0825233333333326,0.010512976361922556,0.9214697699192425
