gene,mean_LPS,mean_Control,log2FC_LPS_vs_Control,pvalue,padj
Bend4,4.568741666666667,4.7264333333333335,-0.15769166666666656,0.3003790395088013,0.9926287825943018
Xpo6,7.197769999999999,6.98173,0.21603999999999957,0.3004161237696249,0.9926287825943018
Olfr551,3.4212399999999996,3.552823333333334,-0.13158333333333427,0.30048140713774013,0.9926287825943018
Kcnk6,5.7604299999999995,6.14413,-0.38370000000000015,0.30048256063073187,0.9926287825943018
Gm10499,3.4395366666666667,3.0834550000000003,0.3560816666666664,0.30048311646487824,0.9926287825943018
BC005561,5.108216666666666,4.622073333333333,0.4861433333333336,0.300487258584534,0.9926287825943018
Emcn,1.7521733333333334,1.6398766666666666,0.11229666666666671,0.3005435925647451,0.9926287825943018
Olfr915,1.45784,1.5374566666666667,-0.07961666666666667,0.30056596722411316,0.9926287825943018
Gm12295,2.8981833333333333,2.785043333333333,0.11314000000000046,0.3005720364137957,0.9926287825943018
Hpca,2.53694,2.300406666666667,0.23653333333333304,0.3005808880872586,0.9926287825943018
A730043L09,3.148073333333334,2.86321,0.2848633333333339,0.3005960365554255,0.9926287825943018
Olfr1151,1.9311866666666668,1.7706266666666668,0.16056000000000004,0.30060119458755774,0.9926287825943018
Vmn1r4,3.2705466666666663,3.4775466666666666,-0.2070000000000003,0.30062324238316035,0.9926287825943018
Oas1b,4.1795366666666665,3.1839399999999998,0.9955966666666667,0.3008073832561948,0.9926287825943018
E230029C05Rik,2.923503333333333,2.785766666666666,0.13773666666666706,0.30086750961686803,0.9926287825943018
Vmn1r18,1.4303066666666666,1.59956,-0.16925333333333348,0.30088413457333013,0.9926287825943018
9130206I24Rik,3.022936666666667,3.4002700000000003,-0.3773333333333335,0.30091376630594235,0.9926287825943018
Ms4a6b,2.6003366666666667,2.32396,0.2763766666666667,0.300916578980375,0.9926287825943018
Chl1,1.9191133333333334,2.022676666666667,-0.10356333333333345,0.3010284961305036,0.9926287825943018
Snw1,7.658149999999999,7.237796666666667,0.420353333333332,0.3010589934675014,0.9926287825943018
Gm15881,3.897193333333334,3.5580466666666664,0.3391466666666676,0.3011104542144103,0.9926287825943018
5930416I19Rik,3.7120800000000003,3.55268,0.1594000000000002,0.3011149869912827,0.9926287825943018
Cd244,3.37387,4.4447133333333335,-1.0708433333333334,0.30131816702584946,0.9926287825943018
Fam171a2,3.17616,2.91011,0.2660499999999999,0.30132649562957203,0.9926287825943018
Ccdc69,2.29962,2.60351,-0.30389,0.30135213852058973,0.9926287825943018
Ccl1,2.4090200000000004,2.535246666666666,-0.12622666666666582,0.301354643324688,0.9926287825943018
Epb4.1l2,6.7029733333333334,7.141563333333333,-0.4385899999999996,0.3013800239420253,0.9926287825943018
Nup210l,2.21907,2.42446,-0.20538999999999996,0.3013917954989366,0.9926287825943018
4930554G24Rik,2.10297,1.9572766666666663,0.14569333333333367,0.3015397442416303,0.9926287825943018
Foxb2,3.6776766666666667,3.7868033333333333,-0.1091266666666666,0.3015622914589318,0.9926287825943018
Emb,5.8615666666666675,5.942686666666667,-0.08111999999999941,0.3015787103290716,0.9926287825943018
Olig1,2.25589,2.338976666666667,-0.08308666666666698,0.30159436712341897,0.9926287825943018
Lcat,3.72599,3.893316666666667,-0.1673266666666673,0.3016903402939127,0.9926287825943018
Cntnap3,2.27135,2.4018033333333335,-0.13045333333333353,0.3017147142951737,0.9926287825943018
Cndp2,8.015246666666668,7.365236666666665,0.6500100000000026,0.30175645314176563,0.9926287825943018
Rnf39,2.6140133333333333,2.888056666666667,-0.27404333333333364,0.30179433288389323,0.9926287825943018
Nrip3,2.015833333333333,2.3767,-0.3608666666666669,0.30187490482594975,0.9926287825943018
Atpbd4,8.395226666666668,8.025466666666667,0.3697600000000012,0.30188395267587215,0.9926287825943018
Dnajc15,6.339973333333333,5.957339999999999,0.3826333333333336,0.30188920428080107,0.9926287825943018
Dgat1,5.56944,5.269033333333334,0.3004066666666665,0.3019282636969365,0.9926287825943018
Surf2,6.693686666666667,6.942503333333334,-0.24881666666666646,0.301928396252154,0.9926287825943018
Mir542,2.2559233333333335,2.1060533333333336,0.14986999999999995,0.30193720541037644,0.9926287825943018
Btnl2,2.854763333333333,3.1375466666666667,-0.2827833333333336,0.30193964590551314,0.9926287825943018
Olfr967,1.4059333333333333,1.6261033333333332,-0.22016999999999998,0.3019422673846016,0.9926287825943018
Mbtd1,5.644593333333334,5.839659999999999,-0.1950666666666656,0.30198148852643003,0.9926287825943018
Porcn,3.7456266666666664,3.5425066666666667,0.20311999999999975,0.30198389735944764,0.9926287825943018
Mir17hg,5.0649066666666664,4.809526666666667,0.2553799999999997,0.30201936244768074,0.9926287825943018
Abpa,1.7612933333333334,1.9151733333333334,-0.15388000000000002,0.30205359015101035,0.9926287825943018
Rab15,2.280796666666667,2.4375,-0.1567033333333332,0.30220247515284393,0.9926287825943018
Rbm41,5.10926,5.023453333333333,0.08580666666666659,0.3022030898232244,0.9926287825943018
Ccdc117,5.530266666666667,5.334350000000001,0.1959166666666663,0.3022106322686113,0.9926287825943018
Il4ra,5.808376666666667,5.175846666666666,0.6325300000000009,0.3022432003636879,0.9926287825943018
Myh14,2.8989366666666663,3.0606533333333332,-0.16171666666666695,0.3023527563542435,0.9926287825943018
1700047G03Rik,2.314966666666667,2.4997733333333336,-0.18480666666666679,0.30236435882466856,0.9926287825943018
Vaultrc5,2.56493,2.0836599999999996,0.4812700000000003,0.30238457298635885,0.9926287825943018
Rimkla,2.7059933333333333,2.9108733333333334,-0.20488000000000017,0.3024331842126222,0.9926287825943018
Leprotl1,7.17449,6.834816666666666,0.3396733333333337,0.3024449740992085,0.9926287825943018
Micu1,6.099209999999999,5.808346666666666,0.29086333333333325,0.30250599379518067,0.9926287825943018
Fam71f2,3.313693333333333,2.731803333333333,0.58189,0.30255102859668914,0.9926287825943018
Stard5,5.846619999999999,5.10227,0.744349999999999,0.30257989105146943,0.9926287825943018
Megf6,2.5015666666666667,2.62899,-0.12742333333333322,0.3026386362137278,0.9926287825943018
Lrpap1,9.15639,8.664566666666667,0.4918233333333326,0.30282349054605157,0.9926287825943018
Dnajc30,4.461593333333333,4.18433,0.277263333333333,0.30284274641293146,0.9926287825943018
Ndc80,8.11985,7.866226666666667,0.25362333333333265,0.3029480095441473,0.9926287825943018
Acmsd,2.371256666666667,2.6016133333333333,-0.23035666666666632,0.30298593077656594,0.9926287825943018
Zcchc5,1.8565500000000001,2.12178,-0.2652300000000001,0.3030322457844384,0.9926287825943018
Iars,9.417286666666667,9.08974,0.32754666666666665,0.303132228543031,0.9926287825943018
Gm5712,2.2124133333333336,2.134136666666667,0.07827666666666655,0.3031463228100716,0.9926287825943018
2410003L11Rik,2.26301,2.100353333333333,0.1626566666666669,0.303171094621768,0.9926287825943018
Ctnnb1,9.063460000000001,8.766173333333334,0.2972866666666665,0.30318042833664754,0.9926287825943018
Papss2,2.7177733333333336,2.9425666666666666,-0.22479333333333296,0.3032019802283493,0.9926287825943018
Impa1,7.570386666666667,7.390920000000001,0.17946666666666555,0.30329149554006346,0.9926287825943018
Atf3,8.805606666666668,8.10375,0.7018566666666679,0.30329641526357276,0.9926287825943018
Tmem54,2.0149233333333334,2.1452133333333334,-0.13029000000000002,0.30332470014759955,0.9926287825943018
2310069G16Rik,2.003346666666667,1.7882999999999998,0.21504666666666705,0.3033346531422865,0.9926287825943018
Tmub1,3.2674233333333333,3.1661066666666664,0.10131666666666694,0.3033369600077505,0.9926287825943018
Rnf167,6.43468,6.827559999999999,-0.392879999999999,0.30334396957493387,0.9926287825943018
Zfp949,3.7781966666666666,3.6001366666666663,0.17806000000000033,0.30335272097811766,0.9926287825943018
Bicd2,5.528656666666667,5.13156,0.3970966666666671,0.3033568597961982,0.9926287825943018
Rpl18a,4.60489,4.88474,-0.2798499999999997,0.3034091558533858,0.9926287825943018
Mael,2.0426866666666665,1.91116,0.13152666666666657,0.3034915850176892,0.9926287825943018
4831440D22Rik,2.0517766666666666,2.2580533333333332,-0.20627666666666666,0.3035363442757068,0.9926287825943018
Tmem216,4.798043333333333,5.068256666666667,-0.2702133333333334,0.30355280444401694,0.9926287825943018
Zfp953,4.19581,4.030553333333334,0.16525666666666616,0.30365780760744365,0.9926287825943018
Adamts13,3.26,3.43694,-0.1769400000000001,0.30371591615117316,0.9926287825943018
Zc3h7a,6.832343333333334,6.58661,0.2457333333333338,0.303749106585973,0.9926287825943018
Cmtm2a,1.7935699999999999,1.92838,-0.1348100000000001,0.30375844389988316,0.9926287825943018
Nipbl,8.274680000000002,7.8893666666666675,0.3853133333333343,0.3037716119136926,0.9926287825943018
Gm12474,4.4889,3.7378500000000003,0.7510499999999998,0.3038105221753601,0.9926287825943018
Slc26a9,2.3686333333333334,2.50341,-0.13477666666666677,0.30382259289710495,0.9926287825943018
Prph2,3.31704,3.26294,0.05410000000000004,0.3038252462090396,0.9926287825943018
Qrich1,8.107933333333333,7.870793333333334,0.23713999999999924,0.3038309131090039,0.9926287825943018
Snai2,2.1938166666666667,2.02796,0.16585666666666654,0.30383232552693035,0.9926287825943018
Dapk1,5.791126666666667,4.451163333333334,1.3399633333333334,0.303845142419319,0.9926287825943018
Fbxo2,2.90287,3.0948466666666667,-0.19197666666666668,0.3038625479435058,0.9926287825943018
Gm19673,2.620033333333333,2.4661433333333336,0.15388999999999964,0.303877350052218,0.9926287825943018
Olfr569,1.8726066666666668,2.1422633333333336,-0.2696566666666669,0.3038919989484358,0.9926287825943018
Amdhd2,5.6334566666666674,5.326506666666667,0.3069500000000005,0.3039311635587001,0.9926287825943018
Rnf40,5.695146666666666,5.53771,0.15743666666666645,0.3039317578636448,0.9926287825943018
1810059C17Rik,3.2865,3.0263666666666666,0.26013333333333355,0.3039654057722946,0.9926287825943018
Gal3st3,3.4653899999999997,3.7298566666666666,-0.26446666666666685,0.30401843231468517,0.9926287825943018
D5Ertd579e,3.9999083333333334,3.8203991666666663,0.17950916666666705,0.3040288848251415,0.9926287825943018
Ints12,7.789486666666666,7.347736666666667,0.441749999999999,0.30403465486755843,0.9926287825943018
Gm4944,3.8464033333333334,4.18444,-0.338036666666667,0.3040679549234788,0.9926287825943018
1700030L20Rik,2.38837,2.1812400000000003,0.20712999999999981,0.3041646797672541,0.9926287825943018
Zcchc12,2.2257333333333333,1.9401866666666665,0.28554666666666684,0.3042011751193707,0.9926287825943018
C330006A16Rik,3.3881266666666665,3.622508888888889,-0.2343822222222225,0.3042448923611198,0.9926287825943018
Malat1,9.187876666666668,9.500135,-0.3122583333333324,0.30432471857785237,0.9926287825943018
Psmf1,6.481293333333333,6.20196,0.27933333333333366,0.3043261987295688,0.9926287825943018
Tsx,2.5254366666666663,2.686643333333334,-0.1612066666666676,0.3043329461674522,0.9926287825943018
Gm7226,3.5104900000000003,3.67102,-0.16052999999999962,0.3043923780113452,0.9926287825943018
Bahd1,5.274043333333333,4.89818,0.3758633333333332,0.30447498733382755,0.9926287825943018
Gbe1,7.882213333333333,7.21436,0.6678533333333325,0.30465208401465543,0.9926287825943018
Rai12,7.175893333333334,6.8419,0.3339933333333338,0.3046659990476582,0.9926287825943018
Asb1,4.487163333333334,4.213220000000001,0.2739433333333334,0.3046738563686951,0.9926287825943018
LOC100862544,2.4789733333333337,2.232936666666667,0.2460366666666669,0.30468967501734173,0.9926287825943018
Prg3,2.4602666666666666,2.3396900000000005,0.12057666666666611,0.3048594306491077,0.9926287825943018
Gm2085,2.9806899999999996,2.69073,0.2899599999999998,0.30488649010645563,0.9926287825943018
Wwp1,7.664556666666667,7.973163333333333,-0.30860666666666603,0.3048878477075101,0.9926287825943018
Aspa,1.9624033333333333,1.7909733333333333,0.17142999999999997,0.30490146663274437,0.9926287825943018
Dbi,6.12406,6.564326666666666,-0.44026666666666614,0.30495865450834264,0.9926287825943018
Dmrt3,2.3234166666666667,2.63409,-0.31067333333333336,0.30496281994025803,0.9926287825943018
Olfr734,2.18629,2.4707966666666663,-0.28450666666666624,0.3049689030217898,0.9926287825943018
Myo10,8.307706666666666,8.050223333333333,0.25748333333333306,0.30497063037857264,0.9926287825943018
Pramel5,1.8773900000000001,1.7355433333333332,0.1418466666666669,0.30497071106126145,0.9926287825943018
Mtcp1,4.027956666666667,3.71576,0.31219666666666734,0.30497388065187286,0.9926287825943018
1700030K09Rik,4.696186666666667,4.500109999999999,0.19607666666666734,0.3049801922197105,0.9926287825943018
Clic4,9.726786666666667,9.355943333333334,0.3708433333333332,0.30500675573483954,0.9926287825943018
Pla2g6,5.7130133333333335,5.3915299999999995,0.321483333333334,0.30509427999100824,0.9926287825943018
Olfr818,2.3869466666666668,2.7027533333333333,-0.31580666666666657,0.3051044153962508,0.9926287825943018
Tcp11l2,4.964963333333333,6.444436666666667,-1.4794733333333339,0.3051368272095434,0.9926287825943018
Fbxl14,5.78914,5.53845,0.25068999999999964,0.30516051437371744,0.9926287825943018
Rccd1,4.756723333333333,4.589943333333333,0.16678000000000015,0.30517126161912483,0.9926287825943018
Paqr4,3.2863466666666667,3.6839333333333335,-0.39758666666666675,0.3052536494142423,0.9926287825943018
Slc29a3,7.084088888888889,7.383879999999999,-0.29979111111110957,0.30527795499705235,0.9926287825943018
Gm19609,3.588226666666667,3.359973333333333,0.22825333333333386,0.30531682049126596,0.9926287825943018
Lpcat2b,2.2356416666666665,2.3367866666666663,-0.10114499999999982,0.30537526848381086,0.9926287825943018
Pck2,7.208973333333333,6.728793333333333,0.48017999999999983,0.30541369072484503,0.9926287825943018
Upk1b,3.3566533333333335,3.1730400000000003,0.18361333333333318,0.30541474678402636,0.9926287825943018
Nbea,2.3117833333333335,2.4108400000000003,-0.09905666666666679,0.30542151258797745,0.9926287825943018
Cyp4f41-ps,2.2221233333333337,2.329493333333333,-0.10736999999999952,0.30544050654293475,0.9926287825943018
Gm19404,2.2837166666666664,2.424196666666667,-0.1404800000000006,0.3055297518908224,0.9926287825943018
Pmpca,8.369349999999999,8.177443333333333,0.19190666666666623,0.3055931568964974,0.9926287825943018
A930024E05Rik,3.5263033333333333,3.7257133333333337,-0.1994100000000003,0.30564679460123156,0.9926287825943018
Vcl,7.053719999999999,7.676639999999999,-0.6229199999999997,0.30569844211778147,0.9926287825943018
Tdrkh,6.9695366666666665,6.67503,0.2945066666666669,0.3057385763447515,0.9926287825943018
AF067063,2.31863,2.467836666666667,-0.1492066666666667,0.30585959000170926,0.9926287825943018
Rfwd2,7.9536500000000006,7.547793333333334,0.40585666666666675,0.305860821608515,0.9926287825943018
4932415G12Rik,4.984393333333333,4.5405766666666665,0.44381666666666675,0.30586491496550106,0.9926287825943018
Pnpla8,6.328426666666666,5.815270000000001,0.5131566666666654,0.30588258260771234,0.9926287825943018
Mtbp,7.907430000000001,7.493096666666667,0.41433333333333344,0.30589148647635067,0.9926287825943018
Cyp2b10,2.2572000000000005,1.9275766666666663,0.32962333333333427,0.3059361922632772,0.9926287825943018
Pitx3,2.34196,2.2306633333333337,0.11129666666666616,0.30596764761858297,0.9926287825943018
Gm19703,3.7864500000000003,3.9967666666666664,-0.21031666666666604,0.30603034329900713,0.9926287825943018
Zc3hav1l,3.1017266666666665,3.493933333333333,-0.3922066666666666,0.3060363016700417,0.9926287825943018
Bend7,2.28722,2.4136166666666665,-0.1263966666666665,0.30607754116152025,0.9926287825943018
Derl2,4.7145616666666665,4.391155,0.3234066666666662,0.3061048162123091,0.9926287825943018
Gaa,7.6207400000000005,7.277703333333334,0.34303666666666643,0.3061067909399622,0.9926287825943018
Mettl3,6.05103,5.854943333333334,0.19608666666666608,0.3061265219563028,0.9926287825943018
Cirbp,2.94434,3.1847999999999996,-0.24045999999999967,0.3061545312914787,0.9926287825943018
A830060N17,2.7483400000000002,2.9912666666666667,-0.2429266666666665,0.30624268776658525,0.9926287825943018
Tgfbrap1,4.684786666666667,4.4873,0.19748666666666637,0.3062864820589101,0.9926287825943018
Traf3ip1,4.7229133333333335,4.483193333333333,0.23972000000000016,0.3063118057487924,0.9926287825943018
Olfr1511,2.04135,1.8940400000000002,0.14730999999999983,0.30634055138499217,0.9926287825943018
Pja1,3.9221033333333337,4.1596433333333325,-0.23753999999999875,0.3063609025950658,0.9926287825943018
3110043O21Rik,4.517548333333333,4.2116050000000005,0.30594333333333257,0.3063635724998515,0.9926287825943018
Ttc27,6.641163333333334,6.9618166666666665,-0.32065333333333257,0.3063855338332145,0.9926287825943018
Dmwd,3.17004,3.407443333333333,-0.23740333333333297,0.30643175884270085,0.9926287825943018
Sipa1l1,7.256433333333333,6.91237,0.3440633333333327,0.30661736599824807,0.9926287825943018
1700022I11Rik,2.44135,2.275846666666667,0.1655033333333331,0.3066487652336056,0.9926287825943018
Aatf,6.408383333333333,6.68713,-0.2787466666666667,0.30665622842291346,0.9926287825943018
Gm20093,2.5665133333333334,2.4044833333333333,0.16203000000000012,0.30666942467630115,0.9926287825943018
Mir1933,5.191243333333333,4.951763333333333,0.23948000000000036,0.3066894696814022,0.9926287825943018
1700084J12Rik,2.5931433333333334,2.30726,0.2858833333333335,0.30671423628785627,0.9926287825943018
Jak1,8.478446666666667,8.057763333333334,0.42068333333333285,0.3067185060788007,0.9926287825943018
Rhox2d,2.041463333333333,2.1637533333333336,-0.12229000000000045,0.306733192765562,0.9926287825943018
Acd,5.4779599999999995,5.9291599999999995,-0.45120000000000005,0.3067700270249697,0.9926287825943018
Alpk2,2.134925,2.065875,0.06904999999999983,0.3067713472853255,0.9926287825943018
Dtwd1,5.372240000000001,4.728653333333334,0.6435866666666668,0.3068090978396192,0.9926287825943018
4933431K23Rik,2.59725,2.71589,-0.11864000000000008,0.30685219851070983,0.9926287825943018
Dlk2,2.838093333333333,2.9609400000000003,-0.12284666666666721,0.30686402653716205,0.9926287825943018
Sesn3,2.49399,2.3923633333333334,0.10162666666666675,0.30699644256017367,0.9926287825943018
Trpc4ap,8.979746666666665,8.65239,0.32735666666666496,0.30702782606292595,0.9926287825943018
Chst13,4.34006,3.9885299999999995,0.3515300000000008,0.3070852330607806,0.9926287825943018
Cabyr,2.0957399999999997,2.242253333333333,-0.1465133333333335,0.30711921006914195,0.9926287825943018
Mtr,6.26521,6.42555,-0.1603400000000006,0.3071337359142039,0.9926287825943018
E330017L17Rik,2.6143199999999998,2.7785166666666665,-0.16419666666666677,0.3071804478661358,0.9926287825943018
Fam184a,2.4230433333333328,2.477883333333333,-0.054840000000000444,0.30722780314230635,0.9926287825943018
Sox9,2.6598333333333333,3.041306666666667,-0.38147333333333355,0.3072836062675191,0.9926287825943018
Neurod6,2.34127,2.205773333333333,0.13549666666666704,0.3073753400903734,0.9926287825943018
Zfp563,2.9598933333333335,2.7691200000000005,0.19077333333333302,0.30742428004075495,0.9926287825943018
4932413F04Rik,2.1646466666666666,1.98259,0.18205666666666653,0.30750396774474836,0.9926287825943018
Ppp3r1,6.860400000000001,6.6031233333333335,0.2572766666666677,0.307512467994581,0.9926287825943018
Aard,2.3763433333333333,2.2123399999999998,0.1640033333333335,0.3075328474213831,0.9926287825943018
Kcna3,3.83447,4.156946666666667,-0.3224766666666672,0.30754029765050167,0.9926287825943018
1700037C06Rik,2.270466666666666,2.1909366666666665,0.07952999999999966,0.307606469370821,0.9926287825943018
Ccdc59,6.770313333333334,6.462403333333334,0.3079099999999997,0.3076326444184265,0.9926287825943018
Tpp1,10.2152,10.396366666666667,-0.1811666666666678,0.3076774683813813,0.9926287825943018
Olfr1490,2.00847,2.13883,-0.13036000000000003,0.307693855149668,0.9926287825943018
Olfr1289,1.7082366666666668,1.6690733333333334,0.03916333333333344,0.3077164626273502,0.9926287825943018
Npat,7.2282633333333335,6.889946666666667,0.3383166666666666,0.3077257366850488,0.9926287825943018
Ccdc105,2.21008,2.4754733333333334,-0.26539333333333337,0.3077450753359114,0.9926287825943018
Fam59b,2.7196599999999997,2.569166666666667,0.15049333333333292,0.30775664843788514,0.9926287825943018
Mir5112,4.30133,4.749606666666668,-0.44827666666666754,0.3078758309618146,0.9926287825943018
4931406C07Rik,5.919836666666666,5.648093333333333,0.2717433333333332,0.3079138643270272,0.9926287825943018
Zfp334,5.764733333333333,5.426633333333334,0.33809999999999896,0.3079347605643019,0.9926287825943018
Med12l,2.54112,2.7587666666666664,-0.21764666666666654,0.3079570823529897,0.9926287825943018
A230004M16Rik,2.2784733333333334,2.18717,0.09130333333333329,0.3081191642775259,0.9926287825943018
Mapk9,6.975503333333333,6.646846666666666,0.32865666666666726,0.3081971359818951,0.9926287825943018
5430421F17Rik,3.0598266666666665,2.7065633333333334,0.35326333333333304,0.30822487546327443,0.9926287825943018
Olfr1512,1.92791,2.0375433333333333,-0.10963333333333325,0.30825608697904877,0.9926287825943018
Olfr464,1.7140366666666667,1.5264,0.18763666666666667,0.30826694939642585,0.9926287825943018
4921533I20Rik,1.9346666666666668,2.2285866666666667,-0.29391999999999996,0.3082726593817532,0.9926287825943018
Jakmip3,2.346016666666667,2.480373333333333,-0.13435666666666624,0.3082986718548595,0.9926287825943018
Gm2568,2.2974766666666664,2.3944666666666663,-0.09698999999999991,0.3083236514174745,0.9926287825943018
Gng3,2.197286666666667,2.065533333333333,0.1317533333333336,0.30835656355798463,0.9926287825943018
Gsn,8.552493333333333,9.3011,-0.7486066666666673,0.30835912337738663,0.9926287825943018
Olfr1444,2.1327533333333335,2.0485566666666664,0.08419666666666714,0.30837972240537775,0.9926287825943018
Krtap22-2,2.4285566666666667,2.199333333333333,0.22922333333333356,0.30842613814279435,0.9926287825943018
Wdr93,2.63834,2.5318666666666663,0.10647333333333364,0.30860496882538657,0.9926287825943018
Cst3,7.164176666666667,7.840331666666667,-0.6761549999999996,0.30860754548565006,0.9926287825943018
Rhox4c,2.1181666666666668,2.2744,-0.15623333333333322,0.3086211668619026,0.9926287825943018
Slc16a3,6.878023333333334,7.075096666666667,-0.197073333333333,0.3086228070346371,0.9926287825943018
Ces1a,2.0874200000000003,2.17749,-0.09006999999999987,0.30869291192165504,0.9926287825943018
Golgb1,6.474876666666667,6.068113333333334,0.40676333333333314,0.30874142176844876,0.9926287825943018
Mad2l1bp,4.1066666666666665,3.7477300000000002,0.35893666666666624,0.30878881502578726,0.9926287825943018
Cacng7,2.036423333333333,2.51674,-0.48031666666666695,0.3087906097030412,0.9926287825943018
Prx,2.5812066666666666,2.45736,0.12384666666666666,0.3088403247722165,0.9926287825943018
5730590G19Rik,6.066933333333334,5.652816666666666,0.4141166666666676,0.3088461702825146,0.9926287825943018
Prl2c1,1.9071733333333334,1.7800066666666667,0.12716666666666665,0.3088596487723375,0.9926287825943018
Olfr1178,1.9223833333333333,2.1865,-0.2641166666666668,0.30894592079138,0.9926287825943018
Xylb,4.299523333333334,4.633806666666667,-0.3342833333333326,0.3089799279719941,0.9926287825943018
Pnp,3.6961399999999998,3.24723,0.4489099999999997,0.30899992529842835,0.9926287825943018
Hfe2,2.661703333333333,2.846303333333333,-0.1846000000000001,0.30904157301452906,0.9926287825943018
1600019K03Rik,2.27519,2.1827066666666664,0.09248333333333347,0.3090753017641579,0.9926287825943018
LOC100862013,1.8965133333333333,1.6881233333333334,0.20838999999999985,0.30910656469047654,0.9926287825943018
Ptbp2,7.48041,7.249146666666667,0.2312633333333327,0.3091306535932658,0.9926287825943018
Arhgef10l,5.171666666666667,5.4113299999999995,-0.23966333333333267,0.30913360622351393,0.9926287825943018
Dcp1a,6.332263333333334,6.151166666666668,0.18109666666666602,0.30917100052360647,0.9926287825943018
4930526L06Rik,1.8474866666666667,2.12985,-0.2823633333333331,0.30923825430856783,0.9926287825943018
Adamts15,2.42815,2.644346666666667,-0.21619666666666681,0.30930936344501336,0.9926287825943018
Slc25a28,6.8256733333333335,6.559373333333333,0.2663000000000002,0.3093104500621502,0.9926287825943018
Cd59b,2.1569033333333336,2.2526533333333334,-0.09574999999999978,0.3093141693176986,0.9926287825943018
Art1,2.90739,3.166733333333333,-0.25934333333333326,0.3093245083068887,0.9926287825943018
D830005E20Rik,2.7123333333333335,2.51745,0.1948833333333333,0.3093618217449495,0.9926287825943018
Gpr35,3.6114599999999997,4.06238,-0.45092000000000043,0.3094454620730485,0.9926287825943018
Rps28,5.963473333333333,6.283991666666666,-0.32051833333333324,0.30950044351297756,0.9926287825943018
1810010H24Rik,3.873753333333333,3.5407766666666673,0.3329766666666658,0.3095116016348093,0.9926287825943018
Rhox3h,2.5317633333333336,2.6773166666666666,-0.14555333333333298,0.3095510906605422,0.9926287825943018
Dpys,2.4193533333333335,2.4725566666666663,-0.053203333333332825,0.3095552000651944,0.9926287825943018
Ccl26,2.6639033333333333,2.8155933333333336,-0.15169000000000032,0.3096022958317487,0.9926287825943018
LOC100862208,2.014256666666667,2.1433866666666668,-0.12912999999999997,0.30960379281106165,0.9926287825943018
Gm16223,2.717,2.9250633333333336,-0.2080633333333335,0.3096334629186741,0.9926287825943018
Crlf1,2.11378,2.21911,-0.10532999999999992,0.30964428890976936,0.9926287825943018
Gm15421,4.3609,4.017666666666666,0.34323333333333395,0.3097398919745913,0.9926287825943018
B230323A14Rik,2.2553666666666667,1.97849,0.27687666666666666,0.30975698550103925,0.9926287825943018
Gm10051,4.488953333333334,4.648306666666667,-0.1593533333333328,0.3098881306208733,0.9926287825943018
4933407C03Rik,7.61846,7.194826666666667,0.4236333333333331,0.30989505817624785,0.9926287825943018
D630037F22Rik,6.116636666666667,5.656389999999999,0.46024666666666825,0.3099092428250772,0.9926287825943018
Alkbh7,4.82786,4.403513333333334,0.42434666666666665,0.3099262220614609,0.9926287825943018
Glt8d1,6.957376666666666,6.686916666666666,0.2704599999999999,0.30993715619599893,0.9926287825943018
Wbscr27,5.009413333333334,4.47069,0.5387233333333334,0.3100252471674681,0.9926287825943018
Aup1,9.049293333333333,8.768993333333333,0.28030000000000044,0.3101140063134131,0.9926287825943018
Olfr982,2.0089333333333332,1.7391866666666667,0.2697466666666666,0.31012276580027826,0.9926287825943018
4930555B12Rik,2.2636766666666666,2.1507366666666665,0.11294000000000004,0.31014260860515475,0.9926287825943018
Svs2,2.0006933333333334,1.9153433333333334,0.08535000000000004,0.3102700205264908,0.9926287825943018
Iqce,3.7505333333333333,3.6308566666666664,0.11967666666666688,0.31029103289916443,0.9926287825943018
2610018G03Rik,2.0017333333333336,2.13278,-0.1310466666666663,0.3102919989487481,0.9926287825943018
Phyhd1,5.648766666666667,4.989673333333333,0.6590933333333338,0.3103097576062281,0.9926287825943018
Il4,2.2276366666666667,2.41313,-0.1854933333333335,0.31031312902088687,0.9926287825943018
Trim44,6.16388,6.404543333333333,-0.240663333333333,0.31035698709547405,0.9926287825943018
Hp1bp3,6.62135,6.417549999999999,0.2038000000000002,0.3104305109031951,0.9926287825943018
Pde6g,2.8916333333333335,3.034803333333333,-0.14316999999999958,0.31043939189295516,0.9926287825943018
Gm10723,2.24265,2.430753333333333,-0.1881033333333333,0.3105340618942998,0.9926287825943018
Sar1b,9.25714,9.017470000000001,0.2396699999999985,0.31059250196855337,0.9926287825943018
4930547E14Rik,2.5967800000000003,2.406066666666667,0.1907133333333335,0.3105935232025024,0.9926287825943018
Ivns1abp,8.359230000000002,8.674503333333332,-0.3152733333333302,0.31064280574996783,0.9926287825943018
Nell2,2.3973,2.58133,-0.18402999999999992,0.3107489831623163,0.9926287825943018
Fgf11,5.75094,6.54177,-0.7908299999999997,0.31085685851089995,0.9926287825943018
Adh7,3.2516833333333337,2.1164066666666668,1.135276666666667,0.3111214114903752,0.9926287825943018
Tmem131,8.022363333333333,7.839003333333333,0.18335999999999952,0.3111542018061506,0.9926287825943018
Gm8709,2.2000533333333334,2.49152,-0.29146666666666654,0.31119584210119117,0.9926287825943018
Mrpl3,6.387483333333333,6.235073333333332,0.1524100000000006,0.311274623411789,0.9926287825943018
Gm6590,1.3207966666666666,1.5716466666666669,-0.25085000000000024,0.311292879058271,0.9926287825943018
