Material ID,Formula,Crystal System,Space Group Symbol,Space Group Number,Sites,Energy Above Hull,Formation Energy,Predicted Stable,Volume,Density,Band Gap,Is Gap Direct,Is Metal,Magnetic Ordering,Total Magnetization,CBM,VBM
mp-1245108,Fe,Triclinic,P1,1,100,0.27946,0.27946,FALSE,1164.16871,7.96558,0,FALSE,TRUE,FiM,205.35668,,
mp-1194030,Fe,Tetragonal,P4_2/mnm,136,28,0.17529,0.17529,FALSE,339.73788,7.64271,0,FALSE,TRUE,FM,66.55468,,
mp-1271068,Fe,Tetragonal,I4/mmm,139,4,0.01707,0.01707,FALSE,45.74104,8.10937,0,FALSE,TRUE,FM,8.80976,,
mp-1271128,Fe,Tetragonal,I4/mmm,139,2,0.09913,0.09913,FALSE,21.77396,8.51777,0,FALSE,TRUE,AFM,0.00029,,
mp-1096950,Fe,Hexagonal,P6/mmm,191,1,0.4767,0.4767,FALSE,12.82454,7.23089,0,FALSE,TRUE,FM,2.39526,,
mp-136,Fe,Hexagonal,P6_3/mmc,194,2,0.09781,0.09781,FALSE,19.71414,9.40774,0,FALSE,TRUE,NM,2.00E-05,,
mp-568345,Fe,Cubic,Pm-3m,221,6,0.76141,0.76141,FALSE,81.66128,6.81347,0,FALSE,TRUE,FM,14.42673,,
mp-150,Fe,Cubic,Fm-3m,225,1,0.14836,0.14836,FALSE,12.21233,7.59337,0,FALSE,TRUE,FM,2.84113,,
mp-13,Fe,Cubic,Im-3m,229,2,0,0,TRUE,23.46817,7.90286,0,FALSE,TRUE,FM,5.28989,,
mp-1271198,Fe,Orthorhombic,Cmcm,63,4,0.05499,0.05499,FALSE,48.68822,7.6185,0,FALSE,TRUE,FM,11.21524,,
mp-1244983,FeO,Triclinic,P1,1,80,0.27782,-1.2037,FALSE,1092.63762,4.36743,0.2905,FALSE,FALSE,FM,164.00371,3.572,3.2815
mp-1245001,FeO,Triclinic,P1,1,80,0.32034,-1.16118,FALSE,1093.81946,4.36271,0.0459,FALSE,FALSE,FM,162,3.4174,3.3715
mp-1245168,FeO,Triclinic,P1,1,80,0.30569,-1.17582,FALSE,1149.89135,4.14997,0.0541,FALSE,FALSE,FM,161.99923,2.6987,2.6446
mp-1354450,FeO2,Triclinic,P1,1,36,0.27134,-1.15124,FALSE,447.14902,3.91462,0,FALSE,TRUE,FM,48.00407,,
mp-2051155,FeCl3,Triclinic,P1,1,8,0.05897,-1.10571,FALSE,237.19585,2.27109,1.3509,FALSE,FALSE,FM,10,0.254,-1.0969
mp-645418,FeCl3,Triclinic,P1,1,8,0.14999,-1.01469,FALSE,213.4336,2.52393,0,FALSE,TRUE,FM,9.2591,,
mp-676241,FeCl3,Triclinic,P1,1,8,0.02436,-1.14032,FALSE,244.8141,2.20041,0.6636,FALSE,FALSE,FM,10.00352,-0.4823,-1.1459
mp-1181766,FeO2,Monoclinic,P2/m,10,24,0.1802,-1.24237,FALSE,309.65868,3.76849,0,FALSE,TRUE,FM,31.9993,,
mp-1079939,FeH4,Monoclinic,P2_1/m,11,10,0.38662,0.35971,FALSE,43.61886,4.55893,0,FALSE,TRUE,NM,2.00E-05,,
mp-1062652,FeO2,Monoclinic,C2/m,12,3,0.25662,-1.16595,FALSE,35.60456,4.09689,0,FALSE,TRUE,FM,3.99843,,
mp-1178232,FeO,Monoclinic,C2/m,12,8,0.01204,-1.46948,FALSE,85.18242,5.60212,0,FALSE,TRUE,AFM,4.00E-05,,
mp-1215649,Zn13Fe,Monoclinic,C2/m,12,14,0.10198,0.07113,FALSE,209.35959,7.18724,0,FALSE,TRUE,FM,2.13031,3.0839,3.1241
mp-1274279,FeO,Monoclinic,C2/m,12,8,0,-1.48152,TRUE,84.98848,5.6149,1.8157,FALSE,FALSE,AFM,0,5.8177,4.002
mp-1722,Zn13Fe,Monoclinic,C2/m,12,14,0,-0.03085,TRUE,197.29212,7.62685,0,FALSE,TRUE,FM,1.36886,,
mp-22510,FeGe,Monoclinic,C2/m,12,8,0.01982,-0.10232,FALSE,109.64222,7.78366,0,FALSE,TRUE,FM,5.75332,,
mp-756436,FeO,Monoclinic,C2/m,12,4,0.11563,-1.36589,FALSE,43.07942,5.53863,0.9475,FALSE,FALSE,FM,8.00001,4.9499,4.0024
mp-863316,FeO3,Monoclinic,C2/m,12,8,0.54037,-0.52656,FALSE,122.93865,2.80523,0.3051,FALSE,FALSE,FM,10,-0.8973,-1.2024
mp-1383615,FeS2,Tetragonal,I-42d,122,6,0.36469,-0.48278,FALSE,132.388,3.00969,0,FALSE,TRUE,NM,0.09232,,
mp-1009134,MnFe,Tetragonal,P4/mmm,123,2,0.09256,0.09256,FALSE,21.06309,8.73374,0,FALSE,TRUE,FiM,0.95233,,
mp-1096987,FeCo9,Tetragonal,P4/mmm,123,10,0.6378,0.62673,FALSE,130.3409,7.46873,0,FALSE,TRUE,FM,17.8918,,
mp-1215473,ZnFe,Tetragonal,P4/mmm,123,2,0.02256,-0.00866,FALSE,25.00018,8.05382,0,FALSE,TRUE,FM,2.47142,,
mp-1225083,FeCo3,Tetragonal,P4/mmm,123,4,0.08143,0.05374,FALSE,42.95434,8.99363,0,FALSE,TRUE,FM,7.11999,,
mp-20738,FeSi2,Tetragonal,P4/mmm,123,3,0.07032,-0.32531,FALSE,36.64918,5.07534,0,FALSE,TRUE,NM,0,,
mp-2213,FeNi,Tetragonal,P4/mmm,123,4,0,-0.06722,TRUE,44.56556,8.53554,0,FALSE,TRUE,FM,7.07505,,
mp-2260,FePt,Tetragonal,P4/mmm,123,2,0,-0.232,TRUE,27.81343,14.98116,0,FALSE,TRUE,FM,3.53353,,
mp-2831,FePd,Tetragonal,P4/mmm,123,4,0.00848,-0.06369,FALSE,54.94173,9.80848,0,FALSE,TRUE,FM,7.06214,,
mp-1018075,FeSe,Tetragonal,P4/nmm,129,4,0.52419,0.01627,FALSE,56.84151,7.87625,0,FALSE,TRUE,FM,3.7723,,
mp-20311,FeSe,Tetragonal,P4/nmm,129,4,0,-0.50792,TRUE,90.60599,4.94115,0,FALSE,TRUE,FM,7.72624,,
mp-21273,FeTe,Tetragonal,P4/nmm,129,4,0.07645,-0.27004,FALSE,87.07558,6.99663,0,FALSE,TRUE,FM,3.985,,
mp-505531,FeS,Tetragonal,P4/nmm,129,4,0,-0.75744,TRUE,67.9914,4.29401,0,FALSE,TRUE,NM,0,,
mp-850009,FeS2,Monoclinic,P2/c,13,12,0.4381,-0.40937,FALSE,209.47226,3.80429,0,FALSE,TRUE,FM,10.5541,,
mp-1417269,FeN,Tetragonal,P4_2/mmc,131,4,1.04751,0.73376,FALSE,56.35058,4.11678,0,FALSE,TRUE,FM,3.36093,,
mp-753682,FeO,Tetragonal,P4_2/mmc,131,8,0.0871,-1.39442,FALSE,101.38799,4.70669,0,FALSE,TRUE,AFM,0,,
mp-556911,FeF2,Tetragonal,P4_2/mnm,136,6,0,-2.59057,TRUE,72.16259,4.3188,1.6921,FALSE,FALSE,FM,8,2.4132,0.7211
mp-636368,Ga3Fe,Tetragonal,P4_2/mnm,136,16,0,-0.23825,TRUE,248.47301,7.08433,0.2215,FALSE,FALSE,NM,0,4.1302,3.9087
mp-850222,FeO2,Tetragonal,P4_2/mnm,136,6,0.14518,-1.2774,FALSE,63.25369,4.61216,0,FALSE,TRUE,FM,8.03245,,
mp-1189845,FeB,Tetragonal,P4_2/ncm,138,16,0.35672,-0.03122,FALSE,174.70767,5.06835,0,FALSE,TRUE,FM,8.28799,,
mp-1007855,FeNi3,Tetragonal,I4/mmm,139,4,0.01703,-0.07273,FALSE,44.20547,8.71206,0,FALSE,TRUE,FM,4.43931,,
mp-1017511,Cr3Fe,Tetragonal,I4/mmm,139,4,0.27023,0.27023,FALSE,46.27705,7.60112,0,FALSE,TRUE,FM,2.76764,,
mp-1104104,Be12Fe,Tetragonal,I4/mmm,139,13,0.01829,-0.04602,FALSE,106.0042,2.5689,0,FALSE,TRUE,FM,1.5668,,
mp-1181437,FeO,Tetragonal,I4/mmm,139,2,1.05286,-0.42866,FALSE,98.23658,1.21442,1.8861,FALSE,FALSE,FM,4.00127,-1.2841,-3.1702
mp-1184336,FeIr3,Tetragonal,I4/mmm,139,4,0,-0.07308,TRUE,55.40064,18.95798,0,FALSE,TRUE,FM,3.53052,,
mp-715262,FeO,Tetragonal,I4/mmm,139,4,0.00928,-1.47224,FALSE,42.78013,5.57738,0,FALSE,TRUE,AFM,0,,
mp-999438,Nb3Fe,Tetragonal,I4/mmm,139,4,0.26358,0.20948,FALSE,66.44274,8.36144,0,FALSE,TRUE,FiM,1.05235,,
mp-22652,FeS,Monoclinic,P2_1/c,14,24,0.1659,-0.59154,FALSE,292.32544,5.99242,0.0349,FALSE,FALSE,NM,0.001,8.3366,8.3017
mp-27164,FeP4,Monoclinic,P2_1/c,14,30,0.00566,-0.36438,FALSE,429.42916,4.17017,1.075,FALSE,FALSE,NM,0,8.9502,7.8752
mp-1072181,FeSb2,Tetragonal,I4/mcm,140,6,0.19145,0.03545,FALSE,120.59047,8.24455,0,FALSE,TRUE,FM,4.22384,,
mp-1105464,Pu6Fe,Tetragonal,I4/mcm,140,14,0.48744,0.48744,FALSE,294.81147,17.12119,0,FALSE,TRUE,FiM,15.09582,,
mp-1159,Zr2Fe,Tetragonal,I4/mcm,140,6,0.00458,-0.13914,FALSE,111.28662,7.11127,0,FALSE,TRUE,NM,0,,
mp-1396678,FeF4,Tetragonal,I4/mcm,140,10,0.20088,-1.95709,FALSE,150.14498,2.91616,1.6505,FALSE,FALSE,FM,8.00004,-2.3286,-3.9791
mp-21108,U6Fe,Tetragonal,I4/mcm,140,14,0.01631,-0.00549,FALSE,270.14238,18.24424,0,FALSE,TRUE,NM,0.33261,,
mp-21117,FeGe2,Tetragonal,I4/mcm,140,6,0.01809,-0.06334,FALSE,85.887,7.7771,0,FALSE,TRUE,FM,3.30729,,
mp-22752,FeSn2,Tetragonal,I4/mcm,140,6,0.014,0.01218,FALSE,116.44626,8.364,0,FALSE,TRUE,FM,3.08878,,
mp-1080525,FeB,Tetragonal,I4_1/amd,141,8,0.0084,-0.37955,FALSE,65.25889,6.78436,0,FALSE,TRUE,FM,8.60517,,
mp-25332,FeO2,Tetragonal,I4_1/amd,141,6,0.16715,-1.25542,FALSE,69.02296,4.22665,0,FALSE,TRUE,FM,7.99539,,
mp-714904,FeO2,Tetragonal,I4_1/amd,141,12,0.27963,-1.14295,FALSE,147.23779,3.96279,0,FALSE,TRUE,FM,15.99735,,
mp-1182789,FeCl3,Trigonal,P-3,147,96,0.00075,-1.16393,FALSE,2444.16884,2.64479,0.0421,FALSE,FALSE,FM,120.57958,0.3033,0.2612
mp-23204,FeCl3,Trigonal,R-3,148,8,0.07341,-1.09127,FALSE,195.36394,2.75738,0,FALSE,TRUE,FM,1.99877,,
mp-23232,3-Feb,Trigonal,R-3,148,8,0,-0.76362,TRUE,229.82812,4.27088,0,FALSE,TRUE,FM,10,,
mp-583463,FeCl3,Trigonal,P312,149,24,0,-1.16468,TRUE,578.14385,2.79528,0.4268,FALSE,FALSE,FM,30,0.343,-0.0838
mp-1097017,KFe,Monoclinic,C2/c,15,4,1.0262,1.0262,FALSE,137.52912,2.29271,0,FALSE,TRUE,FM,5.72743,,
mp-1181783,FeF3,Monoclinic,C2/c,15,8,0.01984,-2.62893,FALSE,109.13674,3.43378,3.0028,FALSE,FALSE,FM,9.99994,0.6041,-2.3987
mp-1213622,FeF6,Monoclinic,C2/c,15,14,0,-1.59705,TRUE,202.47997,2.78564,0.5263,FALSE,FALSE,FM,8,-4.3113,-4.8376
mp-1283030,FeO,Monoclinic,C2/c,15,8,0.01406,-1.46746,FALSE,85.82864,5.55994,1.7989,FALSE,FALSE,AFM,0,5.7462,3.9473
mp-2767639,FeO,Monoclinic,C2/c,15,8,0.10932,-1.25146,FALSE,78.29874,6.09463,0,FALSE,TRUE,FM,16.00035,,
mp-570553,FeP4,Monoclinic,C2/c,15,20,0,-0.37004,TRUE,288.1989,4.14249,0.8049,FALSE,FALSE,NM,0,8.6892,7.8843
mp-1181398,FeF3,Trigonal,P321,150,12,0.04993,-2.59884,FALSE,165.65508,3.39336,3.0517,FALSE,FALSE,FM,15.00047,0.493,-2.5587
mp-1355579,FeO2,Trigonal,P3m1,156,36,0.27995,-1.14263,FALSE,441.83303,3.96172,0,FALSE,TRUE,FM,48.01,,
mp-1178247,FeO,Trigonal,P31c,159,24,0.11127,-1.37025,FALSE,257.32694,5.56337,2.0878,TRUE,FALSE,FM,48.00012,5.2226,3.1348
mp-1443203,FeO2,Trigonal,R3m,160,12,0.30913,-1.11344,FALSE,143.98046,4.05244,0,FALSE,TRUE,FM,15.99981,0.6771,0.7198
mp-1224793,FePd2,Trigonal,P-3m1,164,3,0.05073,-0.0455,FALSE,41.48659,10.75437,0,FALSE,TRUE,FM,3.57668,,
mp-1224800,FeTe2,Trigonal,P-3m1,164,3,0.12369,-0.33831,FALSE,71.08781,7.26569,0,FALSE,TRUE,FM,1.35611,,
mp-22880,2-Feb,Trigonal,P-3m1,164,3,0,-0.79667,TRUE,79.34407,4.51326,0,FALSE,TRUE,FM,4,2.103,2.141
mp-571096,FeCl2,Trigonal,P-3m1,164,3,0,-1.14762,TRUE,66.48222,3.16588,0,FALSE,TRUE,FM,4,2.7007,2.7392
mp-571122,FeI2,Trigonal,P-3m1,164,3,0,-0.3532,TRUE,99.39843,5.17304,0,FALSE,TRUE,FM,4,3.4854,3.522
mp-821313,FeO2,Trigonal,P-3m1,164,3,0.27457,-1.14801,FALSE,37.41529,3.89862,0,FALSE,TRUE,FM,4.00023,,
mp-849057,FeS,Trigonal,P-3m1,164,4,0.26987,-0.48757,FALSE,51.37903,5.6824,0,FALSE,TRUE,FiM,1.91752,,
mp-1072880,Nd2Fe,Trigonal,R-3m,166,6,0.35771,0.35771,FALSE,159.40747,7.17371,0,FALSE,TRUE,FiM,1.5073,,
mp-1218218,TaFe,Trigonal,R-3m,166,26,0,-0.18626,TRUE,363.96067,14.04451,0,FALSE,TRUE,FiM,16.63619,,
mp-1221111,NbFe,Trigonal,R-3m,166,26,0,-0.1082,TRUE,376.52629,8.52822,0,FALSE,TRUE,FiM,16.01513,,
mp-1224847,FeRh,Trigonal,R-3m,166,2,0.07488,0.03104,FALSE,26.96136,9.77738,0,FALSE,TRUE,FM,3.40858,,
mp-1224883,FePd3,Trigonal,R-3m,166,4,0.04582,-0.06243,FALSE,59.01747,10.5541,0,FALSE,TRUE,FM,3.7453,,
mp-1224956,FeAg,Trigonal,R-3m,166,2,0.41459,0.41459,FALSE,30.48592,8.9173,0,FALSE,TRUE,FM,2.76076,,
mp-1224962,FeAu,Trigonal,R-3m,166,2,0.25061,0.25061,FALSE,30.8574,13.60463,0,FALSE,TRUE,FM,2.88243,,
mp-1224967,FeIr,Trigonal,R-3m,166,2,0.06353,0.0148,FALSE,27.16618,15.16285,0,FALSE,TRUE,FM,3.62706,,
mp-1224976,FeNi,Trigonal,R-3m,166,2,0.06865,0.00142,FALSE,22.64793,8.39792,0,FALSE,TRUE,FM,3.16597,,
mp-1224977,FeCu4,Trigonal,R-3m,166,5,0.0616,0.0616,FALSE,59.09496,8.71166,0,FALSE,TRUE,FM,2.32596,,
mp-1225078,FeNi3,Trigonal,R-3m,166,4,0.0787,-0.01106,FALSE,44.18815,8.71548,0,FALSE,TRUE,FM,4.26941,,
mp-1393120,FeS2,Trigonal,R-3m,166,12,0.25064,-0.59684,FALSE,202.44399,3.93636,0,FALSE,TRUE,FM,7.41898,4.6971,4.7359
mp-1430160,FeS2,Trigonal,R-3m,166,3,0.20468,-0.6428,FALSE,64.0593,3.10998,0,FALSE,TRUE,FM,1.81004,,
mp-1431292,FeO2,Trigonal,R-3m,166,3,0.30923,-1.11334,FALSE,51.00744,2.85974,0,FALSE,TRUE,FM,3.9972,,
mp-23229,FeCl2,Trigonal,R-3m,166,3,0.02183,-1.12579,FALSE,65.60044,3.20844,0.0357,FALSE,FALSE,FM,4,1.8835,1.8478
mp-25236,FeO2,Trigonal,R-3m,166,3,0.27392,-1.14866,FALSE,38.14473,3.82407,0,FALSE,TRUE,FM,3.99461,,
mp-22398,FeF3,Trigonal,R-3c,167,8,0,-2.64877,TRUE,98.25705,3.81399,3.1061,TRUE,FALSE,FM,10,0.9068,-2.1993
mp-616476,FeS,Hexagonal,P6_3mc,186,16,0.27271,-0.48473,FALSE,210.66337,5.54355,0,FALSE,TRUE,FM,14.49665,,
mp-754765,FeO,Hexagonal,P6_3mc,186,8,0.46287,-1.01865,FALSE,107.50696,4.4388,0,FALSE,TRUE,FM,16.15122,,
mp-1016317,Mg7Fe,Hexagonal,P-6m2,187,8,0.17388,0.17388,FALSE,159.75721,2.34887,0,FALSE,TRUE,FM,2.39596,,
mp-1023632,Mg15Fe,Hexagonal,P-6m2,187,16,0.10778,0.10778,FALSE,342.17739,2.04024,0,FALSE,TRUE,FM,2.21738,,
mp-1185592,Mg149Fe,Hexagonal,P-6m2,187,150,0.01559,0.01559,FALSE,3448.72002,1.77059,0.0779,TRUE,FALSE,NM,0.07608,3.3762,3.2983
mp-1217177,Ti3Fe,Hexagonal,P-6m2,187,4,0.25185,0.04143,FALSE,62.62925,5.28807,0,FALSE,TRUE,NM,0.00079,,
mp-1224803,FeRu,Hexagonal,P-6m2,187,2,0.12833,0.12833,FALSE,24.61945,10.58364,0,FALSE,TRUE,NM,0.00061,,
mp-1224926,GaFe,Hexagonal,P-6m2,187,2,0.12808,-0.0587,FALSE,26.36299,7.90922,0,FALSE,TRUE,FM,2.04799,,
mp-973534,FeRe,Hexagonal,P-6m2,187,2,0.10491,0.09731,FALSE,25.91866,15.50762,0,FALSE,TRUE,NM,0.00807,,
mp-2779,FeS,Hexagonal,P-62c,190,24,0.29953,-0.45791,FALSE,343.85033,5.09447,0,FALSE,TRUE,FM,26.32908,,
mp-849689,FeO,Hexagonal,P-62c,190,24,0.1038,-1.37772,FALSE,258.73722,5.53305,1.161,FALSE,FALSE,FM,47.99979,4.9369,3.7759
mp-21260,FeSn,Hexagonal,P6/mmm,191,6,0,-0.00272,TRUE,110.03038,7.90296,0,FALSE,TRUE,FM,7.17956,,
mp-22478,FeGe,Hexagonal,P6/mmm,191,6,0,-0.12215,TRUE,89.0263,7.1896,0,FALSE,TRUE,FM,7.02813,,
mp-569376,2-Feb,Hexagonal,P6/mmm,191,3,0.24459,-0.05146,FALSE,21.81691,5.89621,0,FALSE,TRUE,FM,0.75136,,
mp-985578,AlFe,Hexagonal,P6/mmm,191,2,0.78791,0.46102,FALSE,29.80653,4.61431,0,FALSE,TRUE,FM,2.44935,,
mp-1102936,Ta2Fe,Hexagonal,P6_3/mcm,193,12,0.41791,0.28954,FALSE,197.36017,14.05906,0,FALSE,TRUE,FM,8.1006,,
mp-10761,FeTe,Hexagonal,P6_3/mmc,194,4,0.18379,-0.1627,FALSE,74.135,8.21792,0,FALSE,TRUE,FM,3.69943,,
mp-1090,FeSe,Hexagonal,P6_3/mmc,194,4,0.19076,-0.31715,FALSE,63.09926,7.09514,0,FALSE,TRUE,FM,4.36848,,
mp-1184294,FeAg3,Hexagonal,P6_3/mmc,194,8,0.34676,0.34676,FALSE,134.10008,9.39732,0,FALSE,TRUE,FM,6.05785,,
mp-1184298,FeRe3,Hexagonal,P6_3/mmc,194,8,0.01444,0.00874,FALSE,111.39841,18.31884,0,FALSE,TRUE,FM,3.32872,,
mp-1184346,FeHg3,Hexagonal,P6_3/mmc,194,8,0.46072,0.46072,FALSE,165.22736,13.21809,0,FALSE,TRUE,FM,5.74331,,
mp-1184368,FeRh3,Hexagonal,P6_3/mmc,194,8,0,-0.03024,TRUE,107.06462,11.30847,0,FALSE,TRUE,FM,6.89858,,
mp-1184374,FeIr3,Hexagonal,P6_3/mmc,194,8,0.02981,-0.04328,FALSE,109.07799,19.25749,0,FALSE,TRUE,FM,5.80641,,
mp-1184444,FeCu3,Hexagonal,P6_3/mmc,194,8,0.18125,0.18125,FALSE,96.25141,8.5047,0,FALSE,TRUE,FM,5.201,,
mp-1184472,FeGe3,Hexagonal,P6_3/mmc,194,8,0.4844,0.42333,FALSE,132.95549,6.83834,0,FALSE,TRUE,FM,4.75327,,
mp-1184775,FeSn3,Hexagonal,P6_3/mmc,194,8,0.47667,0.47531,FALSE,174.35266,7.84732,0,FALSE,TRUE,FM,5.10782,,
mp-1185215,Li3Fe,Hexagonal,P6_3/mmc,194,8,0.40566,0.40566,FALSE,122.70956,2.07498,0,FALSE,TRUE,FM,4.79328,,
mp-1185789,Mg3Fe,Hexagonal,P6_3/mmc,194,8,0.24223,0.24223,FALSE,147.51042,2.89893,0,FALSE,TRUE,FM,4.30081,,
mp-1186048,Na3Fe,Hexagonal,P6_3/mmc,194,8,0.68548,0.68548,FALSE,224.60531,1.84554,0,FALSE,TRUE,FM,5.98859,,
mp-1187133,Sr3Fe,Hexagonal,P6_3/mmc,194,8,0.57164,0.57164,FALSE,314.33648,3.36723,0,FALSE,TRUE,FM,5.14267,1.8221,1.8545
mp-12120,FeN,Hexagonal,P6_3/mmc,194,4,0.18952,-0.12422,FALSE,32.49875,7.13821,0,FALSE,TRUE,FM,3.37827,,
mp-1384466,FeO2,Hexagonal,P6_3/mmc,194,6,0.31996,-1.10262,FALSE,74.099,3.93711,0,FALSE,TRUE,FM,8.00161,,
mp-1412685,FeO2,Hexagonal,P6_3/mmc,194,6,1.98246,0.55988,FALSE,82.37601,3.54152,0,FALSE,TRUE,FM,4.91482,,
mp-20512,FeSn,Hexagonal,P6_3/mmc,194,4,0.18683,0.1841,FALSE,73.92666,7.8417,0,FALSE,TRUE,FM,3.82039,,
mp-2099,FeS,Hexagonal,P6_3/mmc,194,4,0.31573,-0.44171,FALSE,57.55757,5.07242,0,FALSE,TRUE,FM,5.11548,,
mp-2225,Be2Fe,Hexagonal,P6_3/mmc,194,12,0,-0.27759,TRUE,103.29602,4.74996,0,FALSE,TRUE,FM,8.39225,,
mp-2619,FeSb,Hexagonal,P6_3/mmc,194,4,0.04035,-0.07665,FALSE,70.0717,8.41766,0,FALSE,TRUE,FM,2.46035,,
mp-755189,FeO,Hexagonal,P6_3/mmc,194,4,0.11349,-1.36803,FALSE,43.09432,5.53671,1.0366,FALSE,FALSE,FM,8.00003,4.9383,3.9017
mp-984873,Al3Fe,Hexagonal,P6_3/mmc,194,8,0.1727,-0.15406,FALSE,109.43277,4.15131,0,FALSE,TRUE,FM,0.5928,,
mp-21255,FeGe,Cubic,P2_13,198,8,0.10957,-0.01257,FALSE,104.87418,8.13754,0.0906,FALSE,FALSE,FM,7.99549,7.8594,7.7688
mp-871,FeSi,Cubic,P2_13,198,8,0,-0.47598,TRUE,85.31241,6.53457,0.1802,FALSE,FALSE,NM,0,9.6141,9.4339
mp-1974703,FeO,Triclinic,P-1,2,8,0.16821,-1.19257,FALSE,81.33221,5.86732,0.543,FALSE,FALSE,AFM,0,8.9271,8.3841
mp-568328,FeP4,Orthorhombic,C222_1,20,10,0.0282,-0.34184,FALSE,140.1537,4.25912,0.8293,FALSE,FALSE,NM,0,9.1296,8.3003
mp-971669,FeSb3,Cubic,Im-3,204,16,0,-0.16701,TRUE,384.72752,7.27054,0,FALSE,TRUE,FM,3.98183,,
mp-1102002,FeTe2,Cubic,Pa-3,205,12,0.04491,-0.41709,FALSE,246.6483,8.37634,0,FALSE,TRUE,NM,0.00028,8.3459,8.3798
mp-1103177,FeSe2,Cubic,Pa-3,205,12,0.03199,-0.63773,FALSE,191.73414,7.40536,0.0163,FALSE,FALSE,NM,0,5.962,5.9457
mp-226,FeS2,Cubic,Pa-3,205,12,0.01006,-0.83742,FALSE,157.18631,5.06973,0.4572,FALSE,FALSE,NM,0,8.1853,7.7281
mp-1025010,Be5Fe,Cubic,F-43m,216,6,0.04925,-0.09008,FALSE,49.75865,3.36742,0,FALSE,TRUE,FM,1.78287,,
mp-6988,FeN,Cubic,F-43m,216,2,0,-0.31375,TRUE,18.49946,6.26999,0,FALSE,TRUE,NM,0,,
mp-1007852,FeCo3,Cubic,Pm-3m,221,4,0.05663,0.02894,FALSE,44.2005,8.74007,0,FALSE,TRUE,FM,8.12928,,
mp-1008285,Cr3Fe,Cubic,Pm-3m,221,4,0.25941,0.25941,FALSE,45.60184,7.71367,0,FALSE,TRUE,NM,0.00692,,
mp-1009019,FeN,Cubic,Pm-3m,221,2,0.86639,0.55264,FALSE,16.86746,6.87664,0,FALSE,TRUE,FM,2.66139,,
mp-1018061,FeH3,Cubic,Pm-3m,221,4,0.18262,0.149,FALSE,17.81144,5.48827,0,FALSE,TRUE,FM,0.65348,,
mp-10596,FeIr3,Cubic,Pm-3m,221,4,0.03003,-0.04305,FALSE,55.65383,18.87174,0,FALSE,TRUE,FM,3.7988,,
mp-1186037,Na3Fe,Cubic,Pm-3m,221,4,0.70092,0.70092,FALSE,109.89391,1.88599,0,FALSE,TRUE,FM,3.10053,,
mp-1335,VFe,Cubic,Pm-3m,221,2,0.02271,-0.12701,FALSE,25.39939,6.9814,0,FALSE,TRUE,FiM,0.86344,,
mp-1418,FeNi3,Cubic,Pm-3m,221,4,0,-0.08976,TRUE,43.25896,8.90268,0,FALSE,TRUE,FM,5.27557,,
mp-1918,FeRh,Cubic,Pm-3m,221,2,0,-0.04385,TRUE,26.78706,9.841,0,FALSE,TRUE,FM,4.36822,,
mp-20120,FeSe,Cubic,Pm-3m,221,2,0.52238,0.01446,FALSE,28.20556,7.93634,0,FALSE,TRUE,FM,1.86474,,
mp-2090,FeCo,Cubic,Pm-3m,221,2,0,-0.05537,TRUE,22.88275,8.32914,0,FALSE,TRUE,FM,4.83665,,
mp-21845,FePd3,Cubic,Pm-3m,221,4,0,-0.10825,TRUE,57.71761,10.79179,0,FALSE,TRUE,FM,4.44574,,
mp-2658,AlFe,Cubic,Pm-3m,221,2,0,-0.32689,TRUE,23.03979,5.96953,0,FALSE,TRUE,FM,0.7175,,
mp-305,TiFe,Cubic,Pm-3m,221,2,0,-0.42083,TRUE,25.37799,6.78611,0,FALSE,TRUE,NM,0,,
mp-558852,FeF3,Cubic,Pm-3m,221,12,0.02098,-2.62779,FALSE,172.46869,3.2593,2.8517,FALSE,FALSE,FM,15,-0.0761,-2.9278
mp-649,FePt3,Cubic,Pm-3m,221,4,0,-0.17369,TRUE,58.9089,18.07141,0,FALSE,TRUE,FM,4.85863,,
mp-978962,Tl3Fe,Cubic,Pm-3m,221,4,0.59987,0.59987,FALSE,94.90898,11.70482,0,FALSE,TRUE,FM,2.9551,,
mp-983590,Be3Fe,Cubic,Pm-3m,221,4,0,-0.20899,TRUE,33.98078,4.05017,0,FALSE,TRUE,FM,1.73118,,
mp-985588,FeCl,Cubic,Pm-3m,221,2,0.93327,0.07255,FALSE,29.85563,5.0779,0,FALSE,TRUE,FM,3.01478,,
mp-999440,Nb3Fe,Cubic,Pm-3m,221,4,0.34157,0.28747,FALSE,66.10093,8.40467,0,FALSE,TRUE,FM,2.1357,,
mp-1079399,V3Fe,Cubic,Pm-3n,223,8,0,-0.17114,TRUE,98.54488,7.03241,0,FALSE,TRUE,NM,3.00E-05,,
mp-1080476,FeH3,Cubic,Pm-3n,223,8,0.32697,0.29334,FALSE,35.4403,5.51654,0,FALSE,TRUE,FM,0.94294,,
mp-1007854,FeNi3,Cubic,Fm-3m,225,4,0.13951,0.04975,FALSE,43.45255,8.86302,0,FALSE,TRUE,FM,4.72119,,
mp-1008282,Cr3Fe,Cubic,Fm-3m,225,4,0.12679,0.12679,FALSE,46.43269,7.57564,0,FALSE,TRUE,FiM,1.99315,,
mp-1008929,FeN,Cubic,Fm-3m,225,2,0.3918,0.07805,FALSE,16.98155,6.83044,0,FALSE,TRUE,FM,2.35254,,
